istihdam_turu,gelir,fatura_odeme_skoru,kira_gecmis_ay,eticaret_aylik_ciro,kooperatif_uye_ay,sosyal_ag_skoru,geleneksel_onay,fairloan_onay
serbest,14734.82499712589,59,44,623.3030006068813,55,86,0,1
ev_kadinı,0.0,63,57,107.84717379560945,70,61,0,1
formal,27017.162777585458,83,50,2886.9558992564544,41,96,1,1
formal,19176.6424513193,60,33,852.6088033764607,38,86,1,1
ev_kadinı,0.0,79,43,150.54778417481094,68,83,0,1
kooperatif,6392.482467967871,85,14,735.3847352700151,107,45,0,1
serbest,17862.6138030876,76,13,4533.350530954355,47,91,0,1
formal,25693.842867438823,56,5,5339.872923078042,56,85,1,1
ev_kadinı,0.0,99,49,1847.553530255229,20,52,0,1
serbest,11842.819559748714,59,36,1506.3308804602975,81,46,0,1
formal,20086.516134263875,81,49,10668.236728551765,98,67,1,1
formal,29064.45652986646,79,31,626.7789500298823,19,59,1,1
ev_kadinı,0.0,62,2,679.0821831770454,14,87,0,1
ev_kadinı,0.0,55,2,966.3460795176649,68,51,0,1
formal,18647.646482097025,74,21,531.0401004619877,76,46,1,1
formal,31392.028289651837,98,21,1335.6366670688503,50,44,1,1
formal,19947.20669408459,77,9,6768.322466302334,75,77,1,1
ev_kadinı,0.0,86,50,2675.1643386509763,61,61,0,1
formal,26872.763665237722,65,2,1486.6248081842161,118,69,1,1
formal,22521.21685912957,93,11,7628.163614295359,84,86,1,1
ev_kadinı,0.0,78,28,139.0984063859223,36,87,0,1
formal,26714.343439870543,65,47,661.0015633858951,5,45,1,0
ev_kadinı,0.0,83,16,2336.4715011217063,70,57,0,1
formal,21551.486990486133,80,6,2676.6554101377524,25,30,1,1
formal,23267.431922674677,70,12,113.01127614620924,105,70,1,1
formal,24184.136289280745,89,55,1444.5286486805335,111,77,1,1
ev_kadinı,0.0,74,1,2932.741834376142,7,60,0,1
ev_kadinı,0.0,57,3,3353.173281521386,72,65,0,1
ev_kadinı,0.0,55,9,2846.1933161058955,90,62,0,1
serbest,11492.343904764846,55,38,1082.1750663837106,3,62,0,0
ev_kadinı,0.0,71,23,274.9220551255665,20,52,0,1
formal,27333.709554390567,56,16,1559.7843046654746,30,89,1,1
formal,21690.538950877868,83,51,385.92794807208725,20,59,1,1
ev_kadinı,0.0,74,5,8258.040806672398,103,74,0,1
formal,22971.300380969915,60,18,1805.1110796727057,24,68,1,1
formal,19525.427814261697,62,4,1068.5918770173357,102,74,1,1
formal,12469.498535421102,83,31,4070.4564820269457,14,41,0,1
formal,23140.37506829924,87,9,1929.3477260927802,116,61,1,1
formal,34856.76939725812,57,8,1039.1163797548495,34,85,1,1
ev_kadinı,0.0,89,26,4679.196893961021,48,53,0,1
serbest,17746.115007643082,59,12,5651.9422347049585,42,42,0,1
ev_kadinı,0.0,81,18,3129.896228918457,40,49,0,1
ev_kadinı,0.0,98,20,134.68852269249712,36,85,0,1
formal,23913.328291195223,66,23,2339.273958776379,56,82,1,1
formal,22816.991268562797,74,37,4034.63274792966,41,97,1,1
serbest,15078.630624842162,99,3,410.94163495836347,46,83,0,1
ev_kadinı,0.0,74,23,726.991875593661,91,63,0,1
formal,26462.036018288443,63,58,5995.570804358945,60,57,1,1
ev_kadinı,0.0,93,34,56.91537881188475,13,79,0,1
serbest,10867.155146419043,58,2,3912.3359714149165,67,31,0,1
ev_kadinı,0.0,73,3,1797.6648375704867,52,55,0,1
serbest,18900.125931341052,92,56,1657.558988345982,83,80,0,1
formal,27219.2159194856,81,36,19.94113141507398,33,76,1,1
kooperatif,10936.37145141587,99,39,4792.090359656151,75,55,0,1
ev_kadinı,0.0,97,47,1248.8379324196371,96,90,0,1
formal,25973.14082464377,67,53,2178.9448577364283,23,52,1,1
ev_kadinı,0.0,67,34,3166.8960589842545,19,66,0,1
serbest,15068.658301928965,76,30,3395.7747597989064,68,70,0,1
ev_kadinı,0.0,82,55,8744.71510985372,101,81,0,1
ev_kadinı,0.0,99,43,2122.0573369823032,29,78,0,1
serbest,17355.01432588387,76,24,1429.0032901977088,87,56,0,1
formal,26663.1636018362,97,39,8603.536611354724,106,35,1,1
formal,22406.81680076539,73,12,2877.0847253790535,103,95,1,1
serbest,12992.393794860847,62,3,991.3010257552046,6,53,0,0
ev_kadinı,0.0,62,45,378.5774095031839,35,67,0,1
formal,24458.35332867894,96,13,5176.292580623469,37,57,1,1
formal,30970.590681728343,80,12,1259.1647040954392,79,57,1,1
ev_kadinı,0.0,80,26,3024.5380199828883,51,95,0,1
kooperatif,7021.785848692198,77,5,1781.9756471753365,14,90,0,1
serbest,9863.661569866461,97,16,621.0586762298213,45,75,0,1
formal,24741.423785564326,67,35,2577.4452704565397,22,98,1,1
formal,24228.99465835208,82,39,175.2865435062589,11,72,1,1
formal,24780.037489666836,63,48,1493.279301745497,92,88,1,1
ev_kadinı,0.0,74,34,2214.8377768899218,43,31,0,1
formal,25097.789390588252,73,16,1603.7960915114854,111,44,1,1
ev_kadinı,0.0,93,40,3866.7919285148773,14,66,0,1
formal,22995.589854143378,66,1,4927.50884231617,92,49,1,1
ev_kadinı,0.0,69,56,4130.26683393596,108,64,0,1
ev_kadinı,0.0,85,12,110.841487894001,106,63,0,1
ev_kadinı,0.0,68,51,604.3276793696039,48,60,0,1
formal,30704.38547370937,65,1,2153.706441117456,20,48,1,1
formal,16795.93209685568,80,51,7645.774950284062,14,97,0,1
formal,20271.763388488893,96,27,5044.3340360236125,13,53,1,1
ev_kadinı,0.0,81,42,5175.937047032814,41,68,0,1
ev_kadinı,0.0,65,58,1011.5521153918775,107,83,0,1
ev_kadinı,0.0,92,25,1571.2221989214377,79,68,0,1
ev_kadinı,0.0,88,21,1781.3911818427182,14,46,0,1
ev_kadinı,0.0,97,46,479.4417741325137,105,48,0,1
formal,23535.353579329287,73,42,88.37074235646801,62,77,1,1
ev_kadinı,0.0,60,54,8219.77227680363,67,64,0,1
serbest,9248.839160960415,92,2,771.0497151018288,26,61,0,1
serbest,14384.50958448775,96,34,768.2349248535799,86,76,0,1
serbest,20815.14558004806,82,59,243.77151420206877,92,76,0,1
formal,24093.989197331826,55,57,7386.865511071265,104,93,1,1
formal,25038.154075734077,89,11,2427.2495707568705,52,75,1,1
ev_kadinı,0.0,94,23,3079.225736119467,51,64,0,1
formal,18329.25855672339,62,4,6791.7412841935175,62,46,1,1
ev_kadinı,0.0,61,19,1187.3884809247336,72,71,0,1
formal,21226.373663822353,65,38,2720.363862652682,52,58,1,1
serbest,13686.81266886622,93,38,110.80218194736301,56,99,0,1
formal,22570.282064596948,58,12,578.8843633873082,119,46,1,1
serbest,19485.75328251319,79,40,4982.073854274172,51,43,0,1
ev_kadinı,0.0,66,56,4076.02479334248,106,53,0,1
formal,26509.60977326306,80,52,1208.9620517019578,42,86,1,1
ev_kadinı,0.0,92,44,1324.1335467471567,6,79,0,1
serbest,11109.897150720388,66,11,2135.3190614147757,116,86,0,1
ev_kadinı,0.0,97,12,0.6748944480057746,41,90,0,1
kooperatif,9993.00955686401,91,55,773.0113209756549,3,68,0,1
ev_kadinı,0.0,78,9,653.7625294080484,68,84,0,1
formal,26241.997868235532,70,32,807.3133848158047,4,65,1,0
formal,29130.6706733457,67,56,4590.353291709285,74,66,1,1
formal,31112.433089557682,79,39,918.5433390457116,104,43,1,1
ev_kadinı,0.0,58,53,595.282723473566,91,56,0,1
formal,19432.07613677459,65,15,1964.7898601300717,79,60,1,1
serbest,12161.998710763815,86,44,5620.3559975023845,40,73,0,1
ev_kadinı,0.0,61,34,773.4001817640647,117,97,0,1
formal,18340.899634884227,65,2,229.0171320090104,93,77,1,1
ev_kadinı,0.0,82,55,1233.918622342638,3,86,0,1
formal,22946.910634018583,95,4,3855.4473902479954,1,51,1,1
formal,26098.612685008506,77,25,2240.12157208611,109,33,1,1
ev_kadinı,0.0,99,10,4751.993778328353,66,75,0,1
serbest,18455.670808061855,77,6,8984.4472110221,113,88,0,1
ev_kadinı,0.0,82,52,4405.540346260959,20,63,0,1
serbest,14734.171417251171,97,55,2592.3629639071632,69,40,0,1
formal,22560.686145353204,80,9,1903.7710892236114,42,60,1,1
ev_kadinı,0.0,79,41,114.50309375670821,116,40,0,1
ev_kadinı,0.0,83,51,11635.387321316724,81,85,0,1
ev_kadinı,0.0,73,33,1354.2657422848336,107,67,0,1
formal,24682.910965119332,87,2,462.40263886475054,68,50,1,1
ev_kadinı,0.0,90,7,3076.4688160294368,8,39,0,1
serbest,12076.99984429492,68,30,936.5379282100155,83,55,0,1
formal,33402.92424762648,68,10,2467.7908389848144,27,37,1,1
ev_kadinı,0.0,89,44,2474.4884566840074,25,37,0,1
formal,16765.525377968734,84,6,1652.2884650019714,81,89,0,1
kooperatif,9869.48115779145,82,44,5064.114659405708,82,63,0,1
serbest,22082.62176730374,71,1,861.9519063768074,2,45,0,0
formal,24030.59930051999,57,5,1666.990889681194,72,42,1,1
serbest,14334.86337749477,70,40,2160.2678202203815,99,51,0,1
ev_kadinı,0.0,84,31,3050.677951474118,94,56,0,1
ev_kadinı,0.0,83,19,4290.570362556043,48,93,0,1
ev_kadinı,0.0,99,56,1406.1833267370412,16,31,0,1
ev_kadinı,0.0,69,33,2908.0547582359454,62,55,0,1
ev_kadinı,0.0,79,49,457.06627750411906,54,98,0,1
ev_kadinı,0.0,92,15,7553.907686469684,22,59,0,1
formal,22391.495597353078,96,24,1352.348395618633,33,37,1,1
serbest,14368.629113831572,92,11,3661.1746579226983,104,67,0,1
formal,30177.818136044385,77,6,57.54226977902392,104,90,1,1
kooperatif,5076.276177340987,79,38,643.0160573731054,68,94,0,1
kooperatif,12566.867402592652,96,16,1869.3929852420797,14,96,0,1
formal,17592.192813974347,61,44,5896.256201006349,46,75,0,1
ev_kadinı,0.0,76,10,2097.758502295701,2,72,0,0
ev_kadinı,0.0,71,5,7440.752182073534,82,88,0,1
formal,22800.064518445135,72,22,1851.5139430802556,27,75,1,1
ev_kadinı,0.0,95,26,1887.8314645089326,2,64,0,1
ev_kadinı,0.0,64,45,357.1278831648991,101,68,0,1
formal,22068.40010865602,64,5,4543.862728621483,3,80,1,1
ev_kadinı,0.0,61,37,794.2035339236929,87,33,0,1
formal,26648.48971396824,92,1,6436.408931682649,30,80,1,1
ev_kadinı,0.0,81,21,6768.008252976165,44,34,0,1
kooperatif,6303.751296232505,87,19,8036.446387437947,58,84,0,1
kooperatif,10424.345332163886,55,24,2056.4585329054994,44,49,0,1
serbest,22085.083681503984,98,14,3165.101389206628,74,53,0,1
ev_kadinı,0.0,88,59,4220.732278973505,36,65,0,1
ev_kadinı,0.0,58,48,393.2011334743156,64,63,0,1
formal,17865.716979332352,71,28,2572.3224439875485,8,83,0,1
ev_kadinı,0.0,58,7,97.71966056397422,16,63,0,1
formal,24853.67775424678,97,36,1927.2152393992362,117,46,1,1
ev_kadinı,0.0,80,48,471.05098139714994,64,34,0,1
formal,21021.08019991526,58,51,565.6611819711036,2,47,1,0
formal,25916.49242786866,55,32,1271.774535003079,110,84,1,1
formal,24086.164998370885,61,21,1585.9306856770688,25,82,1,1
ev_kadinı,0.0,84,49,2732.709155838779,52,79,0,1
formal,21113.308909300606,63,46,216.56265762589672,30,74,1,1
ev_kadinı,0.0,89,4,1961.5626692443427,25,42,0,1
formal,26195.425281919834,62,38,564.6408668770423,22,45,1,1
formal,32119.566494040344,78,17,2389.121447544406,29,42,1,1
serbest,14331.836728954455,73,37,2840.509561994875,9,49,0,1
ev_kadinı,0.0,90,53,2277.882371692673,71,95,0,1
formal,27238.91073966682,97,52,3753.5100802383054,107,76,1,1
ev_kadinı,0.0,81,36,1144.8774820213243,88,48,0,1
ev_kadinı,0.0,86,29,4056.1456576332275,63,74,0,1
ev_kadinı,0.0,68,50,1587.5587531094284,21,66,0,1
formal,18180.271689579764,72,30,1853.6171705164916,14,83,1,1
formal,19696.03630431896,82,9,2924.3599832875,104,35,1,1
ev_kadinı,0.0,83,14,51.88117310687919,55,43,0,1
formal,26125.8282504617,70,41,2971.639448305714,73,33,1,1
ev_kadinı,0.0,89,58,2698.829416192714,19,84,0,1
serbest,20194.406099875876,85,47,1038.35798083091,104,63,0,1
kooperatif,10211.22669757132,58,43,251.15905255496745,46,56,0,1
ev_kadinı,0.0,91,17,266.9496903612853,86,36,0,1
kooperatif,8873.883938953692,71,22,7187.207698101843,52,32,0,1
serbest,14997.51991898174,93,32,3272.810546211399,52,76,0,1
ev_kadinı,0.0,80,15,380.62436047530645,0,31,0,1
serbest,10623.572931105988,93,53,1235.3043291392166,1,54,0,1
serbest,17115.803642243784,95,37,2513.483320362527,57,89,0,1
ev_kadinı,0.0,58,34,5054.785962842297,18,53,0,1
ev_kadinı,0.0,84,33,124.99970485895047,61,44,0,1
kooperatif,11264.666124646817,84,27,756.0463105857979,77,43,0,1
ev_kadinı,0.0,76,1,6173.987697859997,71,83,0,1
serbest,13417.683835084219,65,29,25.78187436715768,101,35,0,1
serbest,13354.852482841745,56,12,629.7030904637968,11,47,0,1
ev_kadinı,0.0,98,40,8945.364523400549,25,49,0,1
formal,25196.45203343422,66,15,2661.0345678873286,26,91,1,1
formal,22034.76118781732,84,58,849.4255023527405,28,69,1,1
serbest,14768.53584880962,90,4,194.15349254738857,14,68,0,1
formal,33448.74805124932,72,54,80.0697693925203,45,81,1,1
formal,22888.384346643015,80,27,785.9598427985919,116,61,1,1
formal,22387.4693159045,61,52,5971.62344701994,0,56,1,1
formal,21086.061874641782,55,38,1505.578073587509,59,81,1,1
formal,27348.863871749716,80,44,3567.639570066221,106,92,1,1
kooperatif,9137.551653563794,77,19,7012.650759533821,91,92,0,1
serbest,12727.19436587501,80,23,1468.0875824607153,56,46,0,1
serbest,19624.564112955544,99,26,594.4379766409181,2,78,0,1
ev_kadinı,0.0,60,29,2038.3518915399104,114,52,0,1
formal,30388.21352031137,60,57,6683.254922017365,17,42,1,1
kooperatif,8299.15286852259,98,44,4568.347624033055,51,52,0,1
ev_kadinı,0.0,62,26,190.67069501980546,59,86,0,1
formal,15600.570218877227,78,25,3302.647510356954,33,91,0,1
serbest,18526.297914429226,76,6,2375.499499947981,95,83,0,1
ev_kadinı,0.0,73,41,6664.416136363483,92,49,0,1
kooperatif,8130.7403484799925,91,46,365.84001016577014,88,81,0,1
serbest,17767.18959706969,72,52,2138.212003219053,59,52,0,1
ev_kadinı,0.0,85,58,5924.228734354378,25,64,0,1
formal,15134.53282029674,91,37,1477.4845663382926,102,96,0,1
kooperatif,11285.194676598618,84,4,1841.7566312439653,71,63,0,1
formal,18549.726318236484,96,22,204.58527009870357,18,62,1,1
kooperatif,10961.528238133049,87,27,912.6015020423522,117,75,0,1
ev_kadinı,0.0,64,33,1098.4735018869837,110,74,0,1
ev_kadinı,0.0,91,52,8127.422566331642,105,48,0,1
serbest,15049.95573742752,66,14,930.2037182653442,21,44,0,1
formal,19707.272612715096,84,31,1729.8293709204188,92,95,1,1
formal,22168.336591829488,81,25,3115.3451172428554,32,68,1,1
formal,27088.433056305155,93,47,495.47686701543256,37,47,1,1
formal,24476.525039018554,63,30,1865.900566583126,108,99,1,1
ev_kadinı,0.0,75,18,3756.116832050645,109,88,0,1
serbest,17045.445431653694,66,8,5645.690733269986,34,61,0,1
formal,32893.98263031968,83,28,2755.7403152592524,106,50,1,1
kooperatif,6371.516776577897,87,53,3096.236064238879,66,69,0,1
ev_kadinı,0.0,97,57,377.99802677726257,82,56,0,1
ev_kadinı,0.0,69,50,8160.994336280015,9,31,0,1
kooperatif,12734.425149937248,56,38,398.2304556164696,90,68,0,1
formal,24469.601718854457,93,3,4172.566495228195,14,85,1,1
serbest,11854.255830869051,98,2,861.3777442123451,10,42,0,1
ev_kadinı,0.0,72,55,7593.4739168936685,110,85,0,1
ev_kadinı,0.0,57,28,3563.8993152013254,89,95,0,1
formal,18013.588684174545,61,51,3924.6669428796317,23,85,1,1
ev_kadinı,0.0,97,10,692.3165137686442,76,57,0,1
formal,23148.95824150335,72,32,1638.7330763113796,95,93,1,1
formal,28147.425503660066,98,37,2693.1681574190616,100,93,1,1
serbest,14553.57807867863,92,57,4114.771564924491,3,85,0,1
ev_kadinı,0.0,91,10,307.3546774242324,12,70,0,1
ev_kadinı,0.0,87,26,9183.521813333718,72,70,0,1
formal,30800.197186113062,98,32,6185.992467328497,56,33,1,1
ev_kadinı,0.0,85,20,882.5274643250744,112,86,0,1
formal,17469.709394767986,65,38,4844.705330798341,97,59,0,1
formal,23945.599734692754,58,30,2045.3536049884415,119,75,1,1
ev_kadinı,0.0,72,37,1734.7038346342047,36,85,0,1
kooperatif,6995.213111173762,58,45,1057.029844831964,47,60,0,1
ev_kadinı,0.0,88,1,2435.466290965795,70,36,0,1
ev_kadinı,0.0,83,26,3664.9836415244367,0,83,0,1
ev_kadinı,0.0,78,35,1481.8025273587346,59,37,0,1
ev_kadinı,0.0,76,10,2778.003781586948,11,84,0,1
formal,25636.343471812354,56,46,3364.7184484610348,20,98,1,1
serbest,18104.105865340553,98,17,3476.900537304733,10,73,0,1
serbest,13527.333722116313,60,58,149.42204452431608,43,42,0,1
formal,12281.037645177896,96,0,5500.076649094864,114,49,0,1
ev_kadinı,0.0,79,34,1716.278920186048,57,61,0,1
serbest,15696.31851378773,75,34,852.2511471905633,107,89,0,1
formal,25965.32348280079,70,30,774.9315432360025,43,79,1,1
formal,25819.32639732764,85,27,1847.271166767032,77,56,1,1
ev_kadinı,0.0,68,38,6100.857753902789,97,54,0,1
formal,29561.019863199694,93,0,1331.0476352088717,33,81,1,1
ev_kadinı,0.0,82,24,3878.5542586923366,24,97,0,1
serbest,11251.31212122833,86,42,285.129613532299,3,50,0,1
serbest,17380.756369076575,82,37,1809.8410700389381,63,47,0,1
ev_kadinı,0.0,63,19,13411.527708876547,115,68,0,1
ev_kadinı,0.0,99,2,4120.427568321414,118,44,0,1
formal,29366.28380615089,76,50,661.8962842598223,89,82,1,1
ev_kadinı,0.0,86,1,1948.8960166284444,15,67,0,1
ev_kadinı,0.0,59,17,745.0334205930767,9,77,0,1
formal,15996.355871970674,77,43,1475.2887177693146,108,81,0,1
ev_kadinı,0.0,59,9,4240.627248620373,65,57,0,1
ev_kadinı,0.0,96,4,4130.043354627721,34,45,0,1
ev_kadinı,0.0,86,8,724.9221296820346,82,45,0,1
ev_kadinı,0.0,64,1,7150.958113422794,5,64,0,1
ev_kadinı,0.0,93,33,2514.06870391321,18,46,0,1
ev_kadinı,0.0,69,59,1338.1583517299048,58,81,0,1
ev_kadinı,0.0,61,37,1951.6723924922183,52,41,0,1
ev_kadinı,0.0,83,30,2601.339772648267,115,77,0,1
ev_kadinı,0.0,57,9,2298.0490169102613,114,51,0,1
ev_kadinı,0.0,73,49,1865.6969269324943,7,78,0,1
ev_kadinı,0.0,64,11,1968.572973674182,77,81,0,1
formal,25438.433216635396,82,35,543.4373429966677,9,30,1,1
ev_kadinı,0.0,83,53,4690.614213540863,66,95,0,1
ev_kadinı,0.0,69,20,2185.0161559672797,37,93,0,1
formal,21731.190760465477,89,48,393.41136418005397,28,37,1,1
ev_kadinı,0.0,60,46,4068.696137470861,14,54,0,1
formal,23633.147971042592,66,5,7545.434610998226,86,95,1,1
formal,25564.544175922514,92,47,8241.158092488584,22,99,1,1
ev_kadinı,0.0,67,48,1289.3370529584242,81,80,0,1
formal,21807.471461489014,83,2,407.7457785468931,45,82,1,1
ev_kadinı,0.0,73,9,2045.7937072279203,82,44,0,1
ev_kadinı,0.0,57,4,334.5155534840583,27,79,0,1
serbest,12635.021722934358,62,45,7610.14779427371,25,67,0,1
formal,24153.68587869611,62,25,567.9125035184583,9,69,1,1
formal,19107.39327511739,74,20,815.8547669097638,46,95,1,1
ev_kadinı,0.0,58,44,1461.4547591542587,3,68,0,0
kooperatif,7328.34974222963,75,25,1352.827986425407,54,46,0,1
ev_kadinı,0.0,57,37,4432.686224698331,65,36,0,1
formal,27057.179773304266,99,43,1706.2880590006257,66,68,1,1
ev_kadinı,0.0,62,25,524.3157396370281,6,97,0,0
serbest,10979.220876944704,77,7,870.5087142608808,54,64,0,1
ev_kadinı,0.0,70,4,1992.3178937691096,79,80,0,1
formal,26998.406254091453,67,14,446.6784433448602,30,76,1,1
ev_kadinı,0.0,57,58,2648.416117181787,73,65,0,1
serbest,16619.06952498883,63,15,2335.5602797791435,18,93,0,1
kooperatif,6048.386542418806,68,0,3511.8219917375145,27,42,0,1
formal,20950.95906448955,67,15,7772.430229393028,80,47,1,1
ev_kadinı,0.0,61,36,6813.283109773929,27,50,0,1
kooperatif,11888.218806094745,69,2,8176.483135549799,18,94,0,1
formal,19584.755109871432,61,51,785.8505423444183,100,37,1,1
kooperatif,8571.191475381225,92,46,394.97609445579434,86,77,0,1
ev_kadinı,0.0,88,30,1007.8114868189781,19,72,0,1
formal,26079.274019633533,95,12,6312.8979961694395,12,82,1,1
formal,27525.25729177168,76,55,10016.894727832087,76,56,1,1
ev_kadinı,0.0,78,15,5491.647464361079,42,48,0,1
formal,22868.07501279977,91,54,326.3504379336548,10,52,1,1
ev_kadinı,0.0,98,42,8247.600433678674,47,79,0,1
formal,21311.20412388761,55,20,1541.4943685984992,14,80,1,1
ev_kadinı,0.0,64,1,26.19092678145522,16,72,0,1
formal,30400.664377643283,97,53,1635.4861439135548,53,80,1,1
ev_kadinı,0.0,70,26,132.05952217742856,49,98,0,1
kooperatif,12977.799327595158,62,37,2197.985407927542,27,70,0,1
kooperatif,11457.71610156359,79,25,1157.3155240996305,82,40,0,1
ev_kadinı,0.0,66,57,1795.8650419543685,3,81,0,0
formal,24383.931641542607,79,58,2659.35849623127,21,52,1,1
ev_kadinı,0.0,71,37,5686.914113375601,85,78,0,1
formal,20362.80425261583,80,45,3036.3710496498143,118,67,1,1
formal,20263.000170495456,68,24,1593.893124807002,100,76,1,1
formal,26351.313473695907,95,10,4792.549659552962,38,36,1,1
serbest,16464.393773110394,90,7,6608.070008699731,33,95,0,1
ev_kadinı,0.0,77,7,357.1698011998214,96,91,0,1
ev_kadinı,0.0,97,32,2125.6025922903277,43,58,0,1
serbest,19905.595075312503,60,52,937.4131069768475,41,67,0,1
formal,26927.025416412627,59,6,134.97286157669305,39,62,1,1
kooperatif,6493.839396480364,97,37,3091.951350180799,96,58,0,1
serbest,18681.816662030215,79,20,5561.087263452813,11,52,0,1
serbest,11506.787804399555,72,7,497.88175461059615,1,32,0,0
formal,22272.12927621442,67,50,4685.844931301389,27,74,1,1
ev_kadinı,0.0,97,53,5376.051484170326,73,37,0,1
ev_kadinı,0.0,68,20,6880.648528665685,85,58,0,1
formal,25125.900928132625,82,55,863.1636476969157,80,31,1,1
formal,32980.50370402784,72,19,6560.17124760779,89,79,1,1
ev_kadinı,0.0,82,7,1082.585267120011,66,94,0,1
ev_kadinı,0.0,81,57,2250.407111852367,70,49,0,1
formal,37994.633502024124,86,45,145.11732742045484,107,81,1,1
kooperatif,10713.446118272366,63,30,125.64436952012191,71,66,0,1
formal,23175.615215758255,94,49,3568.038509091661,83,56,1,1
serbest,16870.769769681927,86,56,1645.9817564615428,75,76,0,1
kooperatif,11275.310851747672,74,28,829.1004372890226,98,35,0,1
serbest,13877.66331054983,82,47,591.4486216215489,80,89,0,1
ev_kadinı,0.0,87,8,3103.8607534536536,91,74,0,1
serbest,21283.23974569313,58,14,1.1245490640435787,104,73,0,1
formal,25035.318416361308,88,29,4590.141622331641,9,47,1,1
kooperatif,10495.48617818279,57,25,231.18562848118518,85,94,0,1
serbest,17330.734882190616,80,9,595.1729144467506,101,54,0,1
ev_kadinı,0.0,62,28,1366.8072140807992,56,56,0,1
formal,25897.13974776505,60,53,1857.2795475251694,96,36,1,1
formal,27775.232252113256,70,15,1227.7926915339383,85,73,1,1
formal,21222.360660538845,78,35,1082.7889269759664,107,58,1,1
ev_kadinı,0.0,93,19,9301.33696736565,36,73,0,1
serbest,13045.943861188893,84,44,2872.9369382813884,76,65,0,1
ev_kadinı,0.0,99,53,66.39324418818005,90,48,0,1
serbest,11149.460184599067,67,36,1574.7972158509435,63,35,0,1
kooperatif,10379.002461240452,59,21,5822.631197750214,78,54,0,1
formal,27505.214265804512,79,6,1004.5206555975004,85,60,1,1
ev_kadinı,0.0,74,22,278.12464017930233,93,38,0,1
ev_kadinı,0.0,72,40,3977.144593545743,106,66,0,1
ev_kadinı,0.0,72,39,2608.0305348641687,39,56,0,1
ev_kadinı,0.0,56,28,2365.1518713243554,100,42,0,1
ev_kadinı,0.0,64,15,154.1825562751651,97,70,0,1
ev_kadinı,0.0,99,37,423.92924585067595,107,95,0,1
formal,26059.977897683486,66,27,2728.083595301256,59,53,1,1
formal,31535.215950063917,67,47,652.3201705984494,97,73,1,1
ev_kadinı,0.0,65,37,1963.697825753797,47,89,0,1
ev_kadinı,0.0,73,30,2204.1540167603066,116,38,0,1
ev_kadinı,0.0,89,13,933.4837876958787,98,31,0,1
serbest,14980.413934098337,93,52,8301.219460409524,105,85,0,1
formal,27009.337450166306,80,32,5174.685470003503,18,59,1,1
formal,19087.346057373084,68,56,3588.1401396499537,71,51,1,1
ev_kadinı,0.0,99,8,227.36952829723714,102,42,0,1
serbest,13645.151041339597,98,56,314.1458595914465,32,45,0,1
formal,27129.919909046,78,26,1900.6766740584485,43,74,1,1
serbest,17971.857387601005,95,23,490.5683248708599,91,94,0,1
formal,22677.14873551118,55,12,10720.78767529453,36,40,1,1
ev_kadinı,0.0,97,25,483.2612703251077,111,99,0,1
formal,23677.8033666387,76,28,1871.4970676321077,88,49,1,1
ev_kadinı,0.0,77,50,1267.6918091737618,35,92,0,1
formal,17169.568139936357,73,48,2855.855277793971,80,41,0,1
serbest,13750.397797176867,72,42,386.83429191149617,87,91,0,1
formal,28006.724235839036,66,27,1575.4877858035823,20,71,1,1
formal,26588.422572479547,82,27,899.2951955918547,1,98,1,1
serbest,16752.330024834235,82,7,6123.712938765226,30,87,0,1
serbest,15174.20790513336,87,22,116.01043306783481,107,34,0,1
ev_kadinı,0.0,73,28,6860.684090550632,96,56,0,1
formal,24031.784213826795,82,4,5011.233832349617,29,57,1,1
ev_kadinı,0.0,91,41,988.9895310788779,75,55,0,1
ev_kadinı,0.0,80,6,4360.371695298171,43,78,0,1
ev_kadinı,0.0,89,41,88.79103488588383,11,50,0,1
formal,21028.55487236949,88,35,9540.108931351559,50,30,1,1
serbest,17445.89947070887,89,40,2093.850916624684,48,87,0,1
formal,25894.378249752255,94,26,1011.8448012601808,115,84,1,1
formal,26214.084815967595,70,57,1260.9283120827627,23,55,1,1
kooperatif,8447.93031466484,92,45,192.39621026757047,23,54,0,1
formal,14309.956860579401,67,1,12718.019322434267,59,62,0,1
serbest,18840.034491137936,77,24,112.23718589203628,10,98,0,1
ev_kadinı,0.0,76,8,2979.0367317584873,12,35,0,1
ev_kadinı,0.0,70,52,1637.2049510001152,90,52,0,1
ev_kadinı,0.0,82,26,8328.006997890903,71,59,0,1
formal,21845.231447962182,89,0,790.6151863499239,73,83,1,1
formal,20117.50906180596,99,22,2126.523060230101,71,40,1,1
serbest,17427.176191698978,62,9,1843.7102169551517,63,60,0,1
formal,22235.943120363918,98,41,3398.0059621863447,19,35,1,1
serbest,18709.777344163176,76,51,197.2136399702882,71,40,0,1
formal,26776.52677309514,75,24,603.1478471542639,72,41,1,1
formal,27076.06195440215,80,53,676.2485673920345,70,95,1,1
serbest,10219.155010798131,94,2,3751.9617547618145,77,82,0,1
formal,29453.747934238803,75,5,587.043123493941,27,65,1,1
ev_kadinı,0.0,79,57,2385.94608367641,1,46,0,1
ev_kadinı,0.0,95,5,678.6701846679266,42,57,0,1
ev_kadinı,0.0,55,52,5537.805076225365,7,51,0,1
formal,25175.627390552352,60,1,7981.441671096788,12,36,1,1
formal,22338.252873392084,77,57,2046.3364821394966,84,44,1,1
